route,flightDate,mean_fare,n
LAX-BOS,2022-04-20,362.569872611465,314.0
LAX-BOS,2022-04-21,516.441747311828,372.0
LAX-BOS,2022-04-22,653.0370192307693,416.0
LAX-BOS,2022-04-23,755.269423076923,260.0
LAX-BOS,2022-04-24,823.8279482071713,502.0
LAX-BOS,2022-04-25,662.8118181818182,583.0
LAX-BOS,2022-04-26,461.33667609618107,707.0
LAX-BOS,2022-04-27,406.3965634218289,678.0
LAX-BOS,2022-04-28,391.43307493540055,774.0
LAX-BOS,2022-04-29,413.09409090909094,770.0
LAX-BOS,2022-04-30,488.7328289473684,760.0
LAX-BOS,2022-05-01,583.6603900709221,846.0
LAX-BOS,2022-05-02,408.5632146389714,1011.0
LAX-BOS,2022-05-03,361.2850166666667,1200.0
LAX-BOS,2022-05-04,339.75510273972606,1168.0
LAX-BOS,2022-05-05,354.65821068938806,1291.0
LAX-BOS,2022-05-06,349.3208053691276,1490.0
LAX-BOS,2022-05-07,334.1576841359774,1412.0
LAX-BOS,2022-05-08,409.775641966251,1363.0
LAX-BOS,2022-05-09,367.3517768344451,1649.0
LAX-BOS,2022-05-10,320.7414186450492,1727.0
LAX-BOS,2022-05-11,381.5367598684211,1824.0
LAX-BOS,2022-05-12,481.81557620817847,1883.0
LAX-BOS,2022-05-13,407.3109289940828,1690.0
LAX-BOS,2022-05-14,426.9872093023256,1591.0
LAX-BOS,2022-05-15,632.8841346801347,1485.0
LAX-BOS,2022-05-16,525.149966923925,1814.0
LAX-BOS,2022-05-17,468.34013464526157,1931.0
LAX-BOS,2022-05-18,534.2085256988279,2218.0
LAX-BOS,2022-05-19,582.864331210191,2355.0
LAX-BOS,2022-05-20,514.6097729257642,2290.0
LAX-BOS,2022-05-21,490.3479776212184,2413.0
LAX-BOS,2022-05-22,593.815994283381,2449.0
LAX-BOS,2022-05-23,479.5707982646422,2305.0
LAX-BOS,2022-05-24,494.56817008352317,2634.0
LAX-BOS,2022-05-25,603.8538169123352,2578.0
LAX-BOS,2022-05-26,681.7344973138911,2606.0
LAX-BOS,2022-05-27,573.3537961271464,2737.0
LAX-BOS,2022-05-28,439.8746140163643,2811.0
LAX-BOS,2022-05-29,428.47559712774006,2646.0
LAX-BOS,2022-05-30,512.6174450811844,2094.0
LAX-BOS,2022-05-31,466.37476396538165,2542.0
LAX-BOS,2022-06-01,480.30712207239173,2818.0
LAX-BOS,2022-06-02,528.2088243289162,2943.0
LAX-BOS,2022-06-03,507.9584749748068,2977.0
LAX-BOS,2022-06-04,512.6918172588832,2955.0
LAX-BOS,2022-06-05,573.7192272429601,3054.0
LAX-BOS,2022-06-06,484.6912963560143,3101.0
LAX-BOS,2022-06-07,459.0380512662137,3238.0
LAX-BOS,2022-06-08,520.3690558591379,3294.0
LAX-BOS,2022-06-09,578.7283909038573,3474.0
LAX-BOS,2022-06-10,587.7824042009651,3523.0
LAX-BOS,2022-06-11,635.2566473653735,3454.0
LAX-BOS,2022-06-12,665.0833949681722,3299.0
LAX-BOS,2022-06-13,579.2242920231852,3623.0
LAX-BOS,2022-06-14,556.0713881613409,3818.0
LAX-BOS,2022-06-15,600.5301238938055,3955.0
LAX-BOS,2022-06-16,615.5092848085216,3943.0
LAX-BOS,2022-06-17,603.6851833249623,3982.0
LAX-CLT,2022-04-17,443.23220000000003,50.0
LAX-CLT,2022-04-18,568.9554838709678,93.0
LAX-CLT,2022-04-19,401.48347826086956,161.0
LAX-CLT,2022-04-20,465.95185950413224,242.0
LAX-CLT,2022-04-21,519.5009523809524,231.0
LAX-CLT,2022-04-22,579.4369255663431,309.0
LAX-CLT,2022-04-23,488.89996168582377,261.0
LAX-CLT,2022-04-24,590.154962962963,270.0
LAX-CLT,2022-04-25,495.9811607142857,336.0
LAX-CLT,2022-04-26,418.9468199233716,522.0
LAX-CLT,2022-04-27,463.5120289855073,621.0
LAX-CLT,2022-04-28,499.2447577854671,578.0
LAX-CLT,2022-04-29,441.9060598179454,769.0
LAX-CLT,2022-04-30,401.4581970884659,893.0
LAX-CLT,2022-05-01,580.043953125,640.0
LAX-CLT,2022-05-02,417.6349516648765,931.0
LAX-CLT,2022-05-03,388.9298362235068,1038.0
LAX-CLT,2022-05-04,420.95005720823804,874.0
LAX-CLT,2022-05-05,500.76749178532316,913.0
LAX-CLT,2022-05-06,413.17562795089714,1059.0
LAX-CLT,2022-05-07,364.34823970037456,1335.0
LAX-CLT,2022-05-08,429.1336093247589,1244.0
LAX-CLT,2022-05-09,391.875822622108,1556.0
LAX-CLT,2022-05-10,396.460810647308,1653.0
LAX-CLT,2022-05-11,463.30955223880596,1541.0
LAX-CLT,2022-05-12,563.4805878084181,1378.0
LAX-CLT,2022-05-13,460.21628673835124,1395.0
LAX-CLT,2022-05-14,467.85352112676054,1420.0
LAX-CLT,2022-05-15,641.2228833455612,1363.0
LAX-CLT,2022-05-16,532.1771288837745,1738.0
LAX-CLT,2022-05-17,462.667303436226,1717.0
LAX-CLT,2022-05-18,479.6181733264141,1927.0
LAX-CLT,2022-05-19,545.0104483122363,1896.0
LAX-CLT,2022-05-20,485.0119660620246,1709.0
LAX-CLT,2022-05-21,440.0939494997618,2099.0
LAX-CLT,2022-05-22,551.7241501240694,1612.0
LAX-CLT,2022-05-23,473.4341185410335,1974.0
LAX-CLT,2022-05-24,453.2214134574693,2363.0
LAX-CLT,2022-05-25,511.1415076142132,1970.0
LAX-CLT,2022-05-26,614.0954526091588,1878.0
LAX-CLT,2022-05-27,567.2956713615024,2130.0
LAX-CLT,2022-05-28,446.5849793729372,2424.0
LAX-CLT,2022-05-29,470.04461838681704,2306.0
LAX-CLT,2022-05-30,542.4611472181192,2031.0
LAX-CLT,2022-05-31,483.5291687871077,2358.0
LAX-CLT,2022-06-01,463.4549489795919,2548.0
LAX-CLT,2022-06-02,495.8288746223565,2648.0
LAX-CLT,2022-06-03,499.93188884245717,2393.0
LAX-CLT,2022-06-04,483.47230368763564,2305.0
LAX-CLT,2022-06-05,574.0050762257932,2427.0
LAX-CLT,2022-06-06,507.1869648678015,2761.0
LAX-CLT,2022-06-07,476.5956170355466,2982.0
LAX-CLT,2022-06-08,518.1761780872115,2729.0
LAX-CLT,2022-06-09,579.9996551724138,2929.0
LAX-CLT,2022-06-10,591.6641213950369,2982.0
LAX-CLT,2022-06-11,595.6230047318612,2536.0
LAX-CLT,2022-06-12,665.7785883748518,2529.0
LAX-CLT,2022-06-13,580.9331054498549,3101.0
LAX-CLT,2022-06-14,538.5975837245696,3195.0
LAX-CLT,2022-06-15,557.9716005471956,2924.0
LAX-CLT,2022-06-16,612.6346573301549,3356.0
LAX-CLT,2022-06-17,599.0046784660767,3390.0
LAX-DEN,2022-04-17,355.1804225352113,71.0
LAX-DEN,2022-04-18,343.7652808988764,89.0
LAX-DEN,2022-04-19,264.30578125,192.0
LAX-DEN,2022-04-20,264.7035836177474,293.0
LAX-DEN,2022-04-21,269.8568194070081,371.0
LAX-DEN,2022-04-22,286.6291504854369,412.0
LAX-DEN,2022-04-23,255.350625,432.0
LAX-DEN,2022-04-24,331.66160278745645,287.0
LAX-DEN,2022-04-25,318.84002873563225,348.0
LAX-DEN,2022-04-26,265.7878856152513,577.0
LAX-DEN,2022-04-27,247.02677471636957,617.0
LAX-DEN,2022-04-28,276.40678071539656,643.0
LAX-DEN,2022-04-29,299.2980733944954,654.0
LAX-DEN,2022-04-30,236.17006600660065,606.0
LAX-DEN,2022-05-01,392.89222841225626,718.0
LAX-DEN,2022-05-02,310.9011592356688,785.0
LAX-DEN,2022-05-03,246.52794471153845,832.0
LAX-DEN,2022-05-04,257.44911290322585,868.0
LAX-DEN,2022-05-05,257.4138798370672,982.0
LAX-DEN,2022-05-06,221.0973816425121,1035.0
LAX-DEN,2022-05-07,205.54761562178828,973.0
LAX-DEN,2022-05-08,270.2843515541265,933.0
LAX-DEN,2022-05-09,254.81333943275388,1093.0
LAX-DEN,2022-05-10,214.28110929853182,1226.0
LAX-DEN,2022-05-11,221.16745689655173,1160.0
LAX-DEN,2022-05-12,301.45683153013914,1294.0
LAX-DEN,2022-05-13,281.22811936155443,1441.0
LAX-DEN,2022-05-14,252.3608305647841,1204.0
LAX-DEN,2022-05-15,387.6400971547536,1441.0
LAX-DEN,2022-05-16,314.4271466845278,1493.0
LAX-DEN,2022-05-17,225.75902249806052,1289.0
LAX-DEN,2022-05-18,223.29168902920284,1267.0
LAX-DEN,2022-05-19,297.7570893054024,1814.0
LAX-DEN,2022-05-20,304.0977982195846,1685.0
LAX-DEN,2022-05-21,235.2113345747983,1611.0
LAX-DEN,2022-05-22,309.95926582278486,1580.0
LAX-DEN,2022-05-23,273.9530351818724,1677.0
LAX-DEN,2022-05-24,214.14756195965418,1735.0
LAX-DEN,2022-05-25,225.2475051440329,1944.0
LAX-DEN,2022-05-26,261.2363921568628,1785.0
LAX-DEN,2022-05-27,291.2202789569436,1649.0
LAX-DEN,2022-05-28,237.0721213808463,1796.0
LAX-DEN,2022-05-29,248.02250246791706,2026.0
LAX-DEN,2022-05-30,305.07193181818184,1672.0
LAX-DEN,2022-05-31,265.380722559294,1813.0
LAX-DEN,2022-06-01,228.9294357026587,1843.0
LAX-DEN,2022-06-02,275.91869360902257,2128.0
LAX-DEN,2022-06-03,290.06532474503484,1863.0
LAX-DEN,2022-06-04,277.22165959703074,1886.0
LAX-DEN,2022-06-05,324.6837201195219,2008.0
LAX-DEN,2022-06-06,295.56094468918263,2043.0
LAX-DEN,2022-06-07,270.55695631970264,2152.0
LAX-DEN,2022-06-08,306.71513039117355,1994.0
LAX-DEN,2022-06-09,303.18209538305433,1971.0
LAX-DEN,2022-06-10,339.6742072072072,2220.0
LAX-DEN,2022-06-11,338.4369688542825,1798.0
LAX-DEN,2022-06-12,372.9329166666667,2064.0
LAX-DEN,2022-06-13,346.80737258347983,2276.0
LAX-DEN,2022-06-14,279.14770549672215,1983.0
LAX-DEN,2022-06-15,280.7196876626757,1921.0
LAX-DEN,2022-06-16,340.0975382538254,2222.0
LAX-DEN,2022-06-17,342.832400862069,2320.0
LAX-DFW,2022-04-17,307.1653448275862,58.0
LAX-DFW,2022-04-18,464.29919540229884,87.0
LAX-DFW,2022-04-19,327.2653107344633,177.0
LAX-DFW,2022-04-20,310.19397476340697,317.0
LAX-DFW,2022-04-21,341.2842279411765,272.0
LAX-DFW,2022-04-22,320.4648924731183,372.0
LAX-DFW,2022-04-23,295.8455890410959,365.0
LAX-DFW,2022-04-24,377.7450137741047,363.0
LAX-DFW,2022-04-25,383.1437297297297,370.0
LAX-DFW,2022-04-26,289.7726424870466,579.0
LAX-DFW,2022-04-27,260.20854604200326,619.0
LAX-DFW,2022-04-28,287.6368855218855,594.0
LAX-DFW,2022-04-29,287.1759238363893,709.0
LAX-DFW,2022-04-30,259.0523554913295,692.0
LAX-DFW,2022-05-01,341.91728278041074,633.0
LAX-DFW,2022-05-02,303.84873825503354,745.0
LAX-DFW,2022-05-03,291.21350753768843,995.0
LAX-DFW,2022-05-04,267.4179661016949,826.0
LAX-DFW,2022-05-05,288.7352,850.0
LAX-DFW,2022-05-06,263.5422719141324,1118.0
LAX-DFW,2022-05-07,240.9783707865169,1246.0
LAX-DFW,2022-05-08,278.72179982440736,1139.0
LAX-DFW,2022-05-09,289.54912469033854,1211.0
LAX-DFW,2022-05-10,267.9681643835617,1460.0
LAX-DFW,2022-05-11,258.07358991373593,1507.0
LAX-DFW,2022-05-12,321.3013496932515,1304.0
LAX-DFW,2022-05-13,282.1042572944297,1508.0
LAX-DFW,2022-05-14,263.9358633540373,1610.0
LAX-DFW,2022-05-15,393.313782302271,1277.0
LAX-DFW,2022-05-16,357.8075455158463,1483.0
LAX-DFW,2022-05-17,294.9945486725664,1695.0
LAX-DFW,2022-05-18,258.27976534296033,1662.0
LAX-DFW,2022-05-19,287.4804608294931,1519.0
LAX-DFW,2022-05-20,284.51929334916866,1684.0
LAX-DFW,2022-05-21,229.46324242424242,1650.0
LAX-DFW,2022-05-22,344.76459636363643,1375.0
LAX-DFW,2022-05-23,302.01944980147476,1763.0
LAX-DFW,2022-05-24,266.3766012084592,1986.0
LAX-DFW,2022-05-25,255.30999037999035,2079.0
LAX-DFW,2022-05-26,300.04234140715107,1734.0
LAX-DFW,2022-05-27,325.49894356005785,2073.0
LAX-DFW,2022-05-28,254.66628870673955,2196.0
LAX-DFW,2022-05-29,274.9540669856459,2299.0
LAX-DFW,2022-05-30,317.4796923076924,1950.0
LAX-DFW,2022-05-31,278.1979455572676,1947.0
LAX-DFW,2022-06-01,290.06601649484537,2425.0
LAX-DFW,2022-06-02,312.8472265932337,2542.0
LAX-DFW,2022-06-03,311.05240517626055,2241.0
LAX-DFW,2022-06-04,334.8027925184863,2299.0
LAX-DFW,2022-06-05,393.8409714973906,2491.0
LAX-DFW,2022-06-06,334.4396400817996,2445.0
LAX-DFW,2022-06-07,298.59677480196154,2651.0
LAX-DFW,2022-06-08,301.03801843317973,2604.0
LAX-DFW,2022-06-09,325.2520256880734,2725.0
LAX-DFW,2022-06-10,361.4841678885631,2728.0
LAX-DFW,2022-06-11,385.19972489683636,2908.0
LAX-DFW,2022-06-12,451.2150761798587,2691.0
LAX-DFW,2022-06-13,399.4082757417104,2865.0
LAX-DFW,2022-06-14,349.22614175860923,2991.0
LAX-DFW,2022-06-15,333.62622361477577,3032.0
LAX-DFW,2022-06-16,363.73477427334564,3234.0
LAX-DFW,2022-06-17,362.28598196392784,2994.0
LAX-DTW,2022-04-17,498.0115853658537,82.0
LAX-DTW,2022-04-18,504.47765306122454,98.0
LAX-DTW,2022-04-19,451.71472081218275,197.0
LAX-DTW,2022-04-20,408.45665413533834,266.0
LAX-DTW,2022-04-21,507.6991540785499,331.0
LAX-DTW,2022-04-22,471.69737313432836,335.0
LAX-DTW,2022-04-23,463.9606687898089,314.0
LAX-DTW,2022-04-24,585.1417333333334,450.0
LAX-DTW,2022-04-25,515.3662251655629,453.0
LAX-DTW,2022-04-26,435.16191275167785,596.0
LAX-DTW,2022-04-27,439.82990808823536,544.0
LAX-DTW,2022-04-28,492.0248403361345,595.0
LAX-DTW,2022-04-29,476.9412398921833,742.0
LAX-DTW,2022-04-30,437.612,745.0
LAX-DTW,2022-05-01,547.1365254237288,826.0
LAX-DTW,2022-05-02,452.1634557235421,926.0
LAX-DTW,2022-05-03,401.48073118279564,930.0
LAX-DTW,2022-05-04,418.4900898203593,1002.0
LAX-DTW,2022-05-05,500.1233246301132,1149.0
LAX-DTW,2022-05-06,470.0063684210526,1140.0
LAX-DTW,2022-05-07,435.7978178539225,1109.0
LAX-DTW,2022-05-08,460.8749135802469,1215.0
LAX-DTW,2022-05-09,425.9434390771449,1387.0
LAX-DTW,2022-05-10,391.596266002845,1406.0
LAX-DTW,2022-05-11,416.3858139534884,1419.0
LAX-DTW,2022-05-12,498.6513213811421,1506.0
LAX-DTW,2022-05-13,462.4535497237569,1448.0
LAX-DTW,2022-05-14,490.45155621742373,1343.0
LAX-DTW,2022-05-15,630.0799135446686,1388.0
LAX-DTW,2022-05-16,564.7048393442623,1525.0
LAX-DTW,2022-05-17,454.83275841346153,1664.0
LAX-DTW,2022-05-18,446.7890210210211,1665.0
LAX-DTW,2022-05-19,476.46913277511965,1672.0
LAX-DTW,2022-05-20,471.0314505224339,1627.0
LAX-DTW,2022-05-21,459.4078378378378,1628.0
LAX-DTW,2022-05-22,556.3214861186718,1837.0
LAX-DTW,2022-05-23,491.92991995998005,1999.0
LAX-DTW,2022-05-24,446.3964702815433,1918.0
LAX-DTW,2022-05-25,465.9473460410557,2046.0
LAX-DTW,2022-05-26,501.71031984008,2001.0
LAX-DTW,2022-05-27,510.0536229819564,2106.0
LAX-DTW,2022-05-28,420.89682195571953,2168.0
LAX-DTW,2022-05-29,448.70930892448524,2185.0
LAX-DTW,2022-05-30,528.8068016566959,2173.0
LAX-DTW,2022-05-31,485.24135746606333,2210.0
LAX-DTW,2022-06-01,456.05035528596187,2308.0
LAX-DTW,2022-06-02,464.9137592520452,2567.0
LAX-DTW,2022-06-03,469.0536528098537,2598.0
LAX-DTW,2022-06-04,468.8702640111162,2159.0
LAX-DTW,2022-06-05,557.0332982866043,2568.0
LAX-DTW,2022-06-06,501.97769431988036,2676.0
LAX-DTW,2022-06-07,459.1088770460602,2627.0
LAX-DTW,2022-06-08,488.5171397379913,2748.0
LAX-DTW,2022-06-09,533.5616562154187,2711.0
LAX-DTW,2022-06-10,548.5948686079545,2816.0
LAX-DTW,2022-06-11,516.7017649748514,2187.0
LAX-DTW,2022-06-12,579.0315235457064,2527.0
LAX-DTW,2022-06-13,553.9263565629229,2956.0
LAX-DTW,2022-06-14,523.2222848664687,3033.0
LAX-DTW,2022-06-15,549.12478,3000.0
LAX-DTW,2022-06-16,565.8851149047931,3046.0
LAX-DTW,2022-06-17,557.534855472556,3079.0
LAX-EWR,2022-04-17,393.89426829268297,82.0
LAX-EWR,2022-04-18,461.02574712643684,174.0
LAX-EWR,2022-04-19,371.5267289719626,214.0
LAX-EWR,2022-04-20,398.5487936507937,315.0
LAX-EWR,2022-04-21,504.7248286604362,321.0
LAX-EWR,2022-04-22,535.9817455621302,338.0
LAX-EWR,2022-04-23,762.7892517006803,294.0
LAX-EWR,2022-04-24,786.6502394106815,543.0
LAX-EWR,2022-04-25,650.0408785942492,626.0
LAX-EWR,2022-04-26,483.5226330150069,733.0
LAX-EWR,2022-04-27,469.5711424903723,779.0
LAX-EWR,2022-04-28,450.5631108719053,929.0
LAX-EWR,2022-04-29,413.03822702702706,925.0
LAX-EWR,2022-04-30,408.0657306889353,958.0
LAX-EWR,2022-05-01,555.3572802197803,1092.0
LAX-EWR,2022-05-02,402.8625944584383,1191.0
LAX-EWR,2022-05-03,360.7790400604687,1323.0
LAX-EWR,2022-05-04,368.7938671586716,1355.0
LAX-EWR,2022-05-05,394.0066171875,1280.0
LAX-EWR,2022-05-06,411.26994322214335,1409.0
LAX-EWR,2022-05-07,374.0633775252525,1584.0
LAX-EWR,2022-05-08,442.32765644171775,1630.0
LAX-EWR,2022-05-09,353.36634161490684,1610.0
LAX-EWR,2022-05-10,338.7540172676486,1969.0
LAX-EWR,2022-05-11,399.0720317933433,2013.0
LAX-EWR,2022-05-12,500.38940423436725,2031.0
LAX-EWR,2022-05-13,452.4205070993915,1972.0
LAX-EWR,2022-05-14,473.24593264248705,1930.0
LAX-EWR,2022-05-15,634.5458848314606,2136.0
LAX-EWR,2022-05-16,530.2204473161036,2012.0
LAX-EWR,2022-05-17,439.6839862247094,2323.0
LAX-EWR,2022-05-18,466.56091386095324,2287.0
LAX-EWR,2022-05-19,515.6617602682313,2386.0
LAX-EWR,2022-05-20,479.6865043103449,2320.0
LAX-EWR,2022-05-21,444.2531489547039,2296.0
LAX-EWR,2022-05-22,532.8408277976495,1957.0
LAX-EWR,2022-05-23,465.19297067171243,2114.0
LAX-EWR,2022-05-24,421.3751616541353,2660.0
LAX-EWR,2022-05-25,455.2117520661157,2420.0
LAX-EWR,2022-05-26,516.1317615062761,2390.0
LAX-EWR,2022-05-27,487.15994690265484,2260.0
LAX-EWR,2022-05-28,390.42944682880307,2097.0
LAX-EWR,2022-05-29,440.80074288256225,2248.0
LAX-EWR,2022-05-30,552.5772395128552,2217.0
LAX-EWR,2022-05-31,505.07004958047287,2622.0
LAX-EWR,2022-06-01,457.6763392171912,2606.0
LAX-EWR,2022-06-02,467.9397112299465,2805.0
LAX-EWR,2022-06-03,460.18435722867446,2497.0
LAX-EWR,2022-06-04,449.14611732921657,2591.0
LAX-EWR,2022-06-05,543.4407296137339,2796.0
LAX-EWR,2022-06-06,485.3089262514329,2617.0
LAX-EWR,2022-06-07,481.48739303482586,3015.0
LAX-EWR,2022-06-08,496.06268761552684,2705.0
LAX-EWR,2022-06-09,518.0529306647605,2798.0
LAX-EWR,2022-06-10,537.2079251453488,2752.0
LAX-EWR,2022-06-11,548.1579788069074,2548.0
LAX-EWR,2022-06-12,618.149584706658,3034.0
LAX-EWR,2022-06-13,552.3409551848217,3057.0
LAX-EWR,2022-06-14,512.9789778917014,3121.0
LAX-EWR,2022-06-15,522.4568288341737,3371.0
LAX-EWR,2022-06-16,540.9360228353949,3153.0
LAX-EWR,2022-06-17,536.0514175860917,2991.0
LAX-IAD,2022-04-17,516.4894444444445,18.0
LAX-IAD,2022-04-18,484.52415094339625,53.0
LAX-IAD,2022-04-19,381.5428431372549,102.0
LAX-IAD,2022-04-20,362.0546896551724,145.0
LAX-IAD,2022-04-21,420.8053289473684,152.0
LAX-IAD,2022-04-22,439.60299065420566,214.0
LAX-IAD,2022-04-23,458.89594142259415,239.0
LAX-IAD,2022-04-24,585.2230357142857,280.0
LAX-IAD,2022-04-25,494.06459119496856,318.0
LAX-IAD,2022-04-26,377.913631713555,391.0
LAX-IAD,2022-04-27,391.8173744292238,438.0
LAX-IAD,2022-04-28,442.4172087378641,412.0
LAX-IAD,2022-04-29,395.3216192560175,457.0
LAX-IAD,2022-04-30,408.6091878172589,591.0
LAX-IAD,2022-05-01,635.5292253521127,568.0
LAX-IAD,2022-05-02,485.1065008880995,563.0
LAX-IAD,2022-05-03,376.269897510981,683.0
LAX-IAD,2022-05-04,403.39135568513126,686.0
LAX-IAD,2022-05-05,472.6370525059666,838.0
LAX-IAD,2022-05-06,419.71269736842106,760.0
LAX-IAD,2022-05-07,421.6275374732334,934.0
LAX-IAD,2022-05-08,480.8016290726817,798.0
LAX-IAD,2022-05-09,436.8914149947202,947.0
LAX-IAD,2022-05-10,383.79561418685125,1156.0
LAX-IAD,2022-05-11,459.1499123505976,1255.0
LAX-IAD,2022-05-12,572.9421619135235,1087.0
LAX-IAD,2022-05-13,481.2120833333333,1056.0
LAX-IAD,2022-05-14,513.491596707819,1215.0
LAX-IAD,2022-05-15,680.3701400560226,1071.0
LAX-IAD,2022-05-16,531.7855888650963,934.0
LAX-IAD,2022-05-17,462.55967667436494,1299.0
LAX-IAD,2022-05-18,508.5067610062893,1272.0
LAX-IAD,2022-05-19,575.5063813229572,1285.0
LAX-IAD,2022-05-20,521.2757784431138,1336.0
LAX-IAD,2022-05-21,472.16486738351256,1395.0
LAX-IAD,2022-05-22,606.0062886597938,1261.0
LAX-IAD,2022-05-23,505.29932291666677,1344.0
LAX-IAD,2022-05-24,445.98730886850154,1635.0
LAX-IAD,2022-05-25,473.49689210950083,1242.0
LAX-IAD,2022-05-26,597.4811262553802,1394.0
LAX-IAD,2022-05-27,533.3805206611571,1210.0
LAX-IAD,2022-05-28,471.4558952811894,1547.0
LAX-IAD,2022-05-29,486.5045689069926,1473.0
LAX-IAD,2022-05-30,598.2306381534283,1473.0
LAX-IAD,2022-05-31,507.804480755265,1377.0
LAX-IAD,2022-06-01,465.6446274509804,1530.0
LAX-IAD,2022-06-02,469.72266400456357,1753.0
LAX-IAD,2022-06-03,500.2511911852293,1679.0
LAX-IAD,2022-06-04,549.3753162650602,1992.0
LAX-IAD,2022-06-05,646.6155706760317,2278.0
LAX-IAD,2022-06-06,574.813641430562,2153.0
LAX-IAD,2022-06-07,499.67897282358365,2171.0
LAX-IAD,2022-06-08,552.0407576470589,2125.0
LAX-IAD,2022-06-09,582.3036973018549,2372.0
LAX-IAD,2022-06-10,626.968053917439,2374.0
LAX-IAD,2022-06-11,634.9502390804597,2175.0
LAX-IAD,2022-06-12,700.6061072961375,2330.0
LAX-IAD,2022-06-13,647.5592398373983,2460.0
LAX-IAD,2022-06-14,561.0210252808989,2848.0
LAX-IAD,2022-06-15,578.202844563553,2612.0
LAX-IAD,2022-06-16,629.7620773442849,2922.0
LAX-IAD,2022-06-17,626.8199314364073,2917.0
LAX-JFK,2022-04-17,396.187875,80.0
LAX-JFK,2022-04-18,459.2553076923077,130.0
LAX-JFK,2022-04-19,360.10051724137935,174.0
LAX-JFK,2022-04-20,416.02000000000004,240.0
LAX-JFK,2022-04-21,463.48133540372675,322.0
LAX-JFK,2022-04-22,529.5387465940055,367.0
LAX-JFK,2022-04-23,947.8436090225563,399.0
LAX-JFK,2022-04-24,899.450658436214,486.0
LAX-JFK,2022-04-25,689.4094254937164,557.0
LAX-JFK,2022-04-26,438.53550764951325,719.0
LAX-JFK,2022-04-27,414.85090909090917,748.0
LAX-JFK,2022-04-28,424.18283582089555,804.0
LAX-JFK,2022-04-29,391.2216725559482,849.0
LAX-JFK,2022-04-30,393.9676404494382,890.0
LAX-JFK,2022-05-01,544.8515668662675,1002.0
LAX-JFK,2022-05-02,391.00712796208535,1055.0
LAX-JFK,2022-05-03,325.0448615916955,1156.0
LAX-JFK,2022-05-04,336.24535175879396,1194.0
LAX-JFK,2022-05-05,375.3246159936659,1263.0
LAX-JFK,2022-05-06,325.3564355689525,1327.0
LAX-JFK,2022-05-07,329.59163035839777,1423.0
LAX-JFK,2022-05-08,414.9277173913044,1472.0
LAX-JFK,2022-05-09,370.46815858453476,1526.0
LAX-JFK,2022-05-10,322.11435579196217,1692.0
LAX-JFK,2022-05-11,375.98456431535266,1687.0
LAX-JFK,2022-05-12,459.00926201373,1748.0
LAX-JFK,2022-05-13,439.89371319520177,1834.0
LAX-JFK,2022-05-14,514.5515312499999,1920.0
LAX-JFK,2022-05-15,691.3887469044081,2019.0
LAX-JFK,2022-05-16,573.7449476190477,2100.0
LAX-JFK,2022-05-17,469.6664911440881,2089.0
LAX-JFK,2022-05-18,464.2106554307116,2136.0
LAX-JFK,2022-05-19,493.9782076813655,2109.0
LAX-JFK,2022-05-20,440.9222989052832,2101.0
LAX-JFK,2022-05-21,408.08952495201544,2084.0
LAX-JFK,2022-05-22,516.3047473827949,2197.0
LAX-JFK,2022-05-23,444.30551028979426,2381.0
LAX-JFK,2022-05-24,398.6148851269649,2481.0
LAX-JFK,2022-05-25,452.3427031578948,2375.0
LAX-JFK,2022-05-26,524.9489243197279,2352.0
LAX-JFK,2022-05-27,499.9996199324325,2368.0
LAX-JFK,2022-05-28,432.0206580763921,2173.0
LAX-JFK,2022-05-29,455.5380832332934,2499.0
LAX-JFK,2022-05-30,614.9710233319689,2443.0
LAX-JFK,2022-05-31,461.8961378205128,2496.0
LAX-JFK,2022-06-01,464.8687776898734,2528.0
LAX-JFK,2022-06-02,474.94961952344346,2602.0
LAX-JFK,2022-06-03,475.4304045561665,2546.0
LAX-JFK,2022-06-04,499.95465198584344,2543.0
LAX-JFK,2022-06-05,589.8704666188083,2786.0
LAX-JFK,2022-06-06,484.6133139335844,2921.0
LAX-JFK,2022-06-07,504.2858968144044,2888.0
LAX-JFK,2022-06-08,584.7329215017065,2930.0
LAX-JFK,2022-06-09,634.2741066040899,2983.0
LAX-JFK,2022-06-10,616.3460137693631,2905.0
LAX-JFK,2022-06-11,684.9110404411765,2720.0
LAX-JFK,2022-06-12,770.9459296125135,2813.0
LAX-JFK,2022-06-13,608.0372245971721,3041.0
LAX-JFK,2022-06-14,569.9707487775062,3272.0
LAX-JFK,2022-06-15,632.9829127105666,3265.0
LAX-JFK,2022-06-16,586.1899708284714,3428.0
LAX-JFK,2022-06-17,592.3146996777028,3413.0
LAX-LGA,2022-04-17,371.46024390243906,82.0
LAX-LGA,2022-04-18,421.9825903614458,166.0
LAX-LGA,2022-04-19,385.2873873873874,222.0
LAX-LGA,2022-04-20,382.27446064139946,343.0
LAX-LGA,2022-04-21,509.1877992277993,259.0
LAX-LGA,2022-04-22,549.877283464567,254.0
LAX-LGA,2022-04-23,627.3023931623932,351.0
LAX-LGA,2022-04-24,681.0499806576402,517.0
LAX-LGA,2022-04-25,561.9436013986013,572.0
LAX-LGA,2022-04-26,383.64203084832906,778.0
LAX-LGA,2022-04-27,380.8936025641026,780.0
LAX-LGA,2022-04-28,412.1408004926109,812.0
LAX-LGA,2022-04-29,360.3116894409938,805.0
